# SIMULATED TEACHING DATA; synthetic weekday grid, not real market prices or actual exchange sessions.
date,asset_a,asset_b
2024-02-20,113.427354,117.794447
2024-02-21,112.83008,117.664997
2024-02-22,112.226595,117.526046
2024-02-23,111.622342,117.378
2024-02-26,111.02271,117.22129
2024-02-27,110.432973,117.056369
2024-02-28,109.858222,116.883711
2024-02-29,109.303315,116.703813
2024-03-01,108.772822,116.517185
2024-03-04,108.270983,116.324357
2024-03-05,107.80167,116.125872
2024-03-06,107.368348,115.922285
2024-03-07,106.974055,115.714163
2024-03-08,106.621374,115.50208
2024-03-11,106.312417,115.28662
2024-03-12,106.04881,115.06837
2024-03-13,105.831687,114.847921
2024-03-14,105.66168,114.625866
2024-03-15,105.53892,114.402797
2024-03-18,105.463039,114.179306
2024-03-19,105.433173,113.955979
2024-03-20,105.447969,113.7334
2024-03-21,105.5056,113.512143
2024-03-22,105.60378,113.292777
2024-03-25,105.739777,113.07586
2024-03-26,105.910445,112.861937
2024-03-27,106.112242,112.651545
2024-03-28,106.341269,112.445203
2024-03-29,106.593303,112.243418
2024-04-01,106.863837,112.04668
2024-04-02,107.148129,111.855461
2024-04-03,107.44125,111.670217
2024-04-04,107.738143,111.491382
2024-04-05,108.033679,111.319373
2024-04-08,108.322721,111.154585
2024-04-09,108.600193,110.997391
2024-04-10,108.861145,110.848142
2024-04-11,109.100821,110.707166
2024-04-12,109.314732,110.574768
2024-04-15,109.498718,110.451229
2024-04-16,109.649013,110.336806
2024-04-17,109.762304,110.231729
2024-04-18,109.835785,110.136204
2024-04-19,109.867201,110.050413
2024-04-22,109.854883,109.974509
2024-04-23,109.797781,109.908622
2024-04-24,109.695477,109.852853
2024-04-25,109.548191,109.807279
2024-04-26,109.356781,109.771948
2024-04-29,109.122723,109.746884
2024-04-30,108.848088,109.732082
2024-05-01,108.535509,109.727513
2024-05-02,108.188131,109.733119
2024-05-03,107.809566,109.748818
2024-05-06,107.40383,109.7745
2024-05-07,106.975283,109.810029
2024-05-08,106.528563,109.855245
2024-05-09,106.068515,109.909961
2024-05-10,105.600124,109.973966
2024-05-13,105.128446,110.047023
2024-05-14,104.658542,110.128871
2024-05-15,104.195415,110.219226
2024-05-16,103.743947,110.31778
2024-05-17,103.308848,110.424202
2024-05-20,102.894599,110.53814
2024-05-21,102.505412,110.659219
2024-05-22,102.145188,110.787046
2024-05-23,101.817478,110.921204
2024-05-24,101.525456,111.061261
2024-05-27,101.271891,111.206765
2024-05-28,101.059127,111.357246
2024-05-29,100.889067,111.512221
2024-05-30,100.763156,111.671189
2024-05-31,100.682375,111.833637
2024-06-03,100.647235,111.999039
2024-06-04,100.65777,112.166856
2024-06-05,100.713543,112.336542
2024-06-06,100.813644,112.507541
2024-06-07,100.9567,112.67929
2024-06-10,101.140886,112.85122
2024-06-11,101.363932,113.022758
2024-06-12,101.623149,113.193331
2024-06-13,101.915443,113.362361
2024-06-14,102.237345,113.529274
2024-06-17,102.585038,113.693497
2024-06-18,102.954394,113.854463
2024-06-19,103.341014,114.011611
2024-06-20,103.740271,114.164385
2024-06-21,104.14736,114.312241
2024-06-24,104.557356,114.454648
2024-06-25,104.965266,114.591084
2024-06-26,105.366096,114.721044
2024-06-27,105.754916,114.844041
2024-06-28,106.126925,114.959605
2024-07-01,106.477518,115.067285
2024-07-02,106.802355,115.166653
2024-07-03,107.097428,115.257304
2024-07-04,107.359118,115.338855
2024-07-05,107.584256,115.410953
2024-07-08,107.770176,115.473269
2024-07-09,107.914756,115.525505
2024-07-10,108.016452,115.567389
2024-07-11,108.074331,115.598683
2024-07-12,108.08808,115.61918
2024-07-15,108.058016,115.628702
2024-07-16,107.985079,115.627109
2024-07-17,107.870817,115.61429
2024-07-18,107.717361,115.590171
2024-07-19,107.527387,115.55471
2024-07-22,107.304075,115.507901
2024-07-23,107.051059,115.449771
2024-07-24,106.772366,115.380382
2024-07-25,106.472358,115.299831
2024-07-26,106.155664,115.208246
2024-07-29,105.827115,115.105791
2024-07-30,105.491676,114.992661
2024-07-31,105.154377,114.869083
2024-08-01,104.820251,114.735314
2024-08-02,104.494271,114.591643
2024-08-05,104.181289,114.438387
2024-08-06,103.885984,114.275889
2024-08-07,103.612808,114.104521
2024-08-08,103.365946,113.924678
2024-08-09,103.149269,113.736779
2024-08-12,102.966305,113.541266
2024-08-13,102.8202,113.338601
2024-08-14,102.7137,113.129264
2024-08-15,102.64912,112.913753
2024-08-16,102.628333,112.692582
2024-08-19,102.652751,112.466277
2024-08-20,102.723313,112.235378
2024-08-21,102.840481,112.000434
2024-08-22,103.004233,111.762002
2024-08-23,103.214062,111.520648
2024-08-26,103.468975,111.276941
2024-08-27,103.767505,111.031452
2024-08-28,104.107711,110.784757
2024-08-29,104.487198,110.537428
2024-08-30,104.903129,110.290038
2024-09-02,105.352247,110.043156
2024-09-03,105.830904,109.797344
2024-09-04,106.335087,109.553161
2024-09-05,106.860458,109.311154
2024-09-06,107.402394,109.071864
2024-09-09,107.956036,108.83582
2024-09-10,108.51634,108.603538
2024-09-11,109.078134,108.375523
2024-09-12,109.636184,108.152263
2024-09-13,110.185255,107.934233
2024-09-16,110.720184,107.72189
2024-09-17,111.235953,107.515675
2024-09-18,111.727754,107.316008
2024-09-19,112.191067,107.123293
2024-09-20,112.621729,106.937912
2024-09-23,113.015996,106.760227
2024-09-24,113.370605,106.590579
2024-09-25,113.682832,106.429286
2024-09-26,113.950531,106.276644
2024-09-27,114.172179,106.132927
2024-09-30,114.346896,105.998384
2024-10-01,114.474466,105.873242
2024-10-02,114.555337,105.757703
2024-10-03,114.590621,105.651944
2024-10-04,114.58207,105.556118
2024-10-07,114.53205,105.470352
2024-10-08,114.443505,105.394751
2024-10-09,114.319906,105.329391
2024-10-10,114.165197,105.274326
2024-10-11,113.983738,105.229583
2024-10-14,113.780234,105.195163
2024-10-15,113.559667,105.171045
2024-10-16,113.327226,105.157178
2024-10-17,113.088235,105.153491
2024-10-18,112.848082,105.159885
2024-10-21,112.612148,105.176237
2024-10-22,112.385745,105.202399
2024-10-23,112.174049,105.238201
2024-10-24,111.982045,105.283446
2024-10-25,111.814473,105.337916
2024-10-28,111.675777,105.401369
2024-10-29,111.570065,105.47354
2024-10-30,111.501066,105.554141
2024-10-31,111.472101,105.642865
2024-11-01,111.486051,105.739382
2024-11-04,111.545329,105.843341
2024-11-05,111.651867,105.954373
2024-11-06,111.807091,106.072089
2024-11-07,112.011914,106.19608
2024-11-08,112.266722,106.325924
2024-11-11,112.571371,106.461179
2024-11-12,112.925181,106.601388
2024-11-13,113.326941,106.746081
2024-11-14,113.774913,106.894772
2024-11-15,114.266839,107.046966
2024-11-18,114.799956,107.202154
2024-11-19,115.371015,107.359818
2024-11-20,115.976306,107.519433
2024-11-21,116.611683,107.680464
2024-11-22,117.272605,107.842372
2024-11-25,117.954174,108.004614
2024-11-26,118.651184,108.166643
2024-11-27,119.358173,108.327911
2024-11-28,120.069488,108.48787
2024-11-29,120.779349,108.645974
2024-12-02,121.481917,108.801681
2024-12-03,122.171375,108.954453
2024-12-04,122.842002,109.103759
2024-12-05,123.488257,109.249077
2024-12-06,124.104859,109.389894
2024-12-09,124.686867,109.52571
2024-12-10,125.229756,109.656038
2024-12-11,125.729492,109.780405
2024-12-12,126.182599,109.898355
2024-12-13,126.586215,110.009452
2024-12-16,126.938142,110.113277
2024-12-17,127.236888,110.209434
2024-12-18,127.481689,110.297548
2024-12-19,127.672526,110.37727
2024-12-20,127.810129,110.448274
2024-12-23,127.895961,110.510262
2024-12-24,127.932199,110.562963
2024-12-25,127.921697,110.606134
2024-12-26,127.867942,110.639562
2024-12-27,127.774993,110.663065
2024-12-30,127.647424,110.67649
2024-12-31,127.490249,110.679716
